Manufacturer,Model Year,Regulatory Class,Real-World MPG,Real-World MPG_City,Real-World MPG_Hwy,Real-World CO2 (g/mi),Real-World CO2_City (g/mi),Real-World CO2_Hwy (g/mi),Weight (lbs),Horsepower (HP),Footprint (sq. ft.)
Subaru,2016,All,28.06045,24.42415,31.61078,316.70914,363.8612,281.13828,3663.198,176.7731,44.72788
Subaru,2017,All,28.50861,24.67287,32.29631,311.73042,360.19319,275.1708,3723.95,180.6839,45.0383
Subaru,2018,All,28.69908,24.96463,32.34967,309.66153,355.98358,274.71683,3679.809,177.0393,44.98755
Subaru,2019,All,28.4476,24.72525,32.09238,312.28579,359.26761,276.84337,3892.996,185.5087,45.86015
Subaru,2020,All,28.4822,24.85347,32.00765,311.83097,357.30512,277.5259,3972.874,196.5317,46.13654
Subaru,2021,All,28.44989,25.02971,31.71965,312.20546,354.81628,280.06045,3930.136,193.0212,45.71152
Tesla,2012,All,89.14065,87.9,90.1,0,0,0,4500,349,53.5
Tesla,2013,All,90.655,89.40462,91.62166,0,0,0,4500,346.984,53.5
Tesla,2014,All,90.16863,88.53592,91.44073,0,0,0,4562.222,335.7883,53.6
Tesla,2015,All,97.13512,93.61229,99.97328,0,0,0,4901.756,396.1661,53.6
Tesla,2016,All,96.81841,94.39673,98.72914,0,0,0,5172.598,384.3064,53.94536
Tesla,2017,All,98.21854,96.37448,99.65706,0,0,0,5211.807,499.9051,53.77349
Tesla,2018,All,113.67319,116.82017,111.40912,0,0,0,4522.574,402.7222,50.43325
Tesla,2019,All,117.9998,123.774,113.98822,0,0,0,4436.414,392.0165,49.93446
Tesla,2020,All,119.08936,125.26178,114.82108,0,0,0,4393.679,443.699,50.57089
Tesla,2021,All,125.65058,134.56187,119.67191,0,0,0,4203.63,358.8458,51.26354
Toyota,1975,All,18.40479,16.65595,21.11441,482.8635,533.56308,420.89736,2748.065,89.7997,-
Toyota,1976,All,20.46137,18.25449,24.00894,434.33067,486.83905,370.15375,2773.17,86.6217,-
Toyota,1977,All,23.58134,21.50372,26.73885,376.86583,413.27737,332.36284,2684.617,82.4472,-
Toyota,1978,All,21.92111,20.18973,24.48773,405.40829,440.17436,362.91643,2693.512,85.0033,-
Toyota,1979,All,19.49317,17.81437,22.03067,455.90327,498.86684,403.39224,2732.782,83.2299,-
Toyota,1980,All,22.0682,20.51616,24.31652,402.70617,433.17077,365.47167,2672.38,81.4815,-
Toyota,1981,All,25.4353,23.80801,27.75383,350.42655,374.32922,321.21217,2621.451,79.2777,-
Toyota,1982,All,24.76786,23.01233,27.31465,359.89069,387.28023,326.41459,2676.957,83.8519,-
Toyota,1983,All,25.96838,24.37591,28.22181,342.57487,364.93627,315.24428,2753.569,87.7072,-
Toyota,1984,All,25.23203,23.63946,27.49606,352.82784,376.58823,323.78736,2845.045,90.7167,-
Toyota,1985,All,25.56374,23.86194,28.00485,347.884,372.68535,317.57124,2888.522,96.4441,-
Toyota,1986,All,24.93252,23.2506,27.27845,356.48275,382.27059,325.82522,2959.241,101.2203,-
Toyota,1987,All,25.33475,23.43986,27.95104,350.783,379.1405,317.94883,2965.946,106.6294,-
Toyota,1988,All,24.9162,23.04659,27.42418,356.67551,385.61023,324.05708,2941.855,107.9253,-
Toyota,1989,All,24.1974,22.31366,26.67125,367.27081,398.27615,333.20518,3004.059,113.8561,-
Toyota,1990,All,23.21972,21.1883,25.88243,382.73503,419.42963,343.36034,3132.348,123.8319,-
Toyota,1991,All,22.91283,20.85011,25.55949,387.86134,426.23285,347.69867,3173.372,123.8857,-
Toyota,1992,All,22.21555,20.04598,24.98002,400.03518,443.33084,355.76428,3241.907,130.7063,-
Toyota,1993,All,22.0885,19.76841,25.02261,402.33611,449.55563,355.15885,3284.61,135.862,-
Toyota,1994,All,21.75007,19.42613,24.62261,408.59647,457.4767,360.92848,3316.924,131.4325,-
Toyota,1995,All,22.19012,19.69382,25.23752,400.49348,451.25841,352.13443,3369.26,140.8198,-
Toyota,1996,All,22.3944,19.86011,25.40865,396.8403,447.47985,349.76276,3321.803,142.0391,-
Toyota,1997,All,22.116,19.52884,25.14104,401.83572,455.0706,353.48573,3371.21,148.8819,-
Toyota,1998,All,22.2846,19.57618,25.4034,398.79561,453.97017,349.83507,3455.037,158.0263,-
Toyota,1999,All,21.96844,19.2775,24.99183,404.5348,461.00372,355.59622,3535.654,163.282,-
Toyota,2000,All,21.19307,18.52789,24.13302,419.3352,479.65536,368.25066,3623.325,171.1562,-
Toyota,2001,All,21.27654,18.59637,24.1561,417.69006,477.88897,367.89884,3638.657,174.7093,-
Toyota,2002,All,20.86869,18.16645,23.72074,425.85331,489.19841,374.65107,3732.33,183.6701,-
Toyota,2003,All,21.65375,18.73802,24.68839,410.41394,474.27631,359.96683,3623.635,178.3511,-
Toyota,2004,All,21.20695,18.22797,24.26878,419.06078,487.54735,366.19065,3862.469,190.6655,-
Toyota,2005,All,22.73632,19.52704,25.95422,390.8724,455.11249,342.41058,3711.257,186.0053,-
Toyota,2006,All,22.41368,19.41365,25.3714,396.49892,457.77075,350.27631,3810.924,189.3354,-
Toyota,2007,All,23.30101,20.09745,26.48595,381.39976,442.19533,335.53643,3807.702,199.526,-
Toyota,2008,All,22.82157,19.78074,25.81536,389.41227,449.27539,344.25237,3953.414,211.7754,48.34014
Toyota,2009,All,25.44052,21.86843,29.01601,349.32464,406.38491,306.27918,3611.979,179.7139,46.08185
Toyota,2010,All,25.37782,21.9916,28.71311,350.18762,404.1089,309.51016,3821.196,193.6058,47.15099
Toyota,2011,All,23.93186,20.57297,27.2935,371.34596,431.9745,325.60864,3959.816,208.8389,48.69176
Toyota,2012,All,25.47293,22.25658,28.58972,348.85487,399.27441,310.81908,3860.225,196.0483,48.01394
Toyota,2013,All,25.02957,21.85083,28.11503,355.01929,406.67409,316.05162,3924.325,203.1157,48.08986
Toyota,2014,All,25.41825,22.13123,28.62559,349.5662,401.49805,310.38954,3898.327,201.5949,48.61576
Toyota,2015,All,24.97159,21.74225,28.12268,355.8847,408.7441,316.0083,3958.409,205.6819,48.38213
Toyota,2016,All,25.0145,21.80008,28.14521,355.23027,407.61534,315.7117,3986.353,210.6194,48.51502
Toyota,2017,All,25.27732,22.00668,28.46929,351.04903,403.15161,311.74321,4059.173,215.7714,49.00221
Toyota,2018,All,25.51833,22.24982,28.69875,347.94466,399.01539,309.41741,4083.356,220.1509,48.78112
Toyota,2019,All,25.77019,22.47968,28.96909,344.62329,395.05155,306.58092,4120.397,232.7357,49.45629
Toyota,2020,All,26.98401,23.6909,30.14509,329.01212,374.67454,294.56503,4036.826,222.5034,49.32237
Toyota,2021,All,26.12675,23.34358,28.70891,339.24386,379.63021,308.77696,4225.273,228.4171,50.05302
VW,1975,All,22.60053,19.9855,26.90294,393.22085,444.67234,330.3357,2374.728,69.2166,-
VW,1976,All,23.38854,21.31225,26.5499,379.97238,416.9903,334.72825,2349.943,74.4562,-
VW,1977,All,24.56012,21.97323,28.68808,364.25463,407.01094,311.99692,2365.743,74.433,-
VW,1978,All,23.10906,20.8176,26.70128,388.84179,431.45036,336.76464,2420.151,75.4274,-
VW,1979,All,23.86864,21.54529,27.49206,379.83061,420.3295,330.33196,2432.878,72.4974,-
VW,1980,All,26.0367,23.49676,30.00033,353.77702,391.45425,307.72708,2420.231,69.6899,-
VW,1981,All,28.56169,25.89788,32.66866,327.54834,360.93898,286.73755,2436.556,68.031,-
VW,1982,All,27.3856,25.27974,30.48989,335.00371,362.48866,301.411,2539.318,73.4183,-
VW,1983,All,24.50299,22.39353,27.69115,367.01499,401.38881,325.00254,2616.373,88.6692,-
VW,1984,All,23.5869,21.62344,26.53137,379.71044,414.07497,337.70934,2702.315,92.3513,-
VW,1985,All,24.51819,22.42452,27.67643,365.12833,399.20458,323.47959,2746.824,97.4742,-
VW,1986,All,24.21034,22.03156,27.44162,368.69517,405.13378,325.30849,2723.169,104.7115,-
VW,1987,All,23.44435,21.48566,26.2151,379.06794,413.62476,339.00304,2778.337,108.8238,-
VW,1988,All,24.76508,22.51174,27.92448,358.8521,394.77187,318.25119,2712.111,105.332,-
VW,1989,All,24.4067,22.03859,27.68715,364.90957,404.10035,321.69654,2783.258,107.5703,-
VW,1990,All,23.33404,20.91165,26.65765,381.19994,425.34565,333.68635,2979.103,117.5959,-
VW,1991,All,23.81569,21.03324,27.66405,374.52121,423.98296,322.5107,2984.64,113.6626,-
VW,1992,All,23.89521,20.87448,28.0669,372.31995,426.16153,317.01898,2975.974,120.2114,-
VW,1993,All,21.25973,18.54989,24.90875,418.0203,479.08646,356.78232,3278.695,136.2019,-
VW,1994,All,22.96092,19.9006,27.03109,387.0489,446.56934,328.76959,3107.629,133.0304,-
VW,1995,All,23.09363,20.06103,26.9916,384.82478,442.99816,329.25053,3147.187,138.0163,-
VW,1996,All,22.90558,19.63335,27.12724,389.02232,453.81271,328.52548,3159.903,136.7134,-
VW,1997,All,22.93339,19.67715,27.00629,388.17783,452.39076,329.65825,3172.42,140.15,-
VW,1998,All,23.23661,19.75984,27.55199,384.10328,451.60619,324.01594,3205.746,141.8341,-
VW,1999,All,22.7029,19.20113,26.98059,392.2255,463.705,330.08547,3266.989,148.1971,-
VW,2000,All,22.79871,19.4658,26.67279,391.50524,458.47335,334.69765,3264.638,152.4355,-
VW,2001,All,22.41505,19.01426,26.31586,398.01955,469.14543,339.0731,3338.445,163.7495,-
VW,2002,All,22.9908,19.41253,27.02313,389.14975,460.79131,331.1555,3409.711,165.8885,-
VW,2003,All,23.17189,19.55284,27.14399,385.74709,457.05054,329.37464,3459.418,166.443,-
VW,2004,All,20.96805,17.57246,24.64647,426.07507,508.3764,362.50853,3844.289,195.5628,-
VW,2005,All,21.24186,17.6996,25.01919,422.14477,506.57369,358.45277,3867.246,198.033,-
VW,2006,All,22.68463,18.88491,26.74398,396.33228,475.76981,336.40573,3763.257,200.3082,-
VW,2007,All,21.87416,18.16148,25.86259,406.3673,489.43664,343.70096,3847.573,213.5829,-
VW,2008,All,21.85388,18.13391,25.85506,406.68627,490.11254,343.75066,3890.292,223.2733,44.36196
VW,2009,All,23.37598,19.64346,27.28744,385.08841,458.21293,329.92431,3804.95,207.6038,44.19629
VW,2010,All,24.65528,20.82782,28.62335,367.80462,435.47869,316.75225,3774.45,202.8952,44.42946
VW,2011,All,25.32125,21.44957,29.31269,357.79839,422.37872,309.0799,3854.559,208.6673,45.30506
VW,2012,All,25.78394,21.78576,29.92728,350.8891,415.25358,302.33343,3767.171,204.7133,45.60213
VW,2013,All,25.88618,21.87145,30.04694,350.33689,414.60346,301.85509,3778.568,203.73,45.75716
VW,2014,All,26.08121,21.95964,30.38316,348.36734,413.7158,299.06938,3841.11,211.1334,46.28774
VW,2015,All,26.61359,22.32229,31.12792,339.36404,404.70452,290.07209,3852.354,211.3425,46.04226
VW,2016,All,26.54602,22.35808,30.9144,334.26387,396.99268,286.94214,3893.763,220.4849,45.92706
VW,2017,All,26.37891,22.36375,30.51143,336.30364,396.62462,290.79834,3897.04,225.4872,46.28707
VW,2018,All,24.59511,21.13606,28.05933,360.91983,419.86644,316.4512,4168.242,250.7879,48.40549
VW,2019,All,26.12946,22.33742,29.96725,337.76141,395.46432,294.23114,4141.385,235.5291,48.22647
VW,2020,All,24.91724,21.42046,28.41676,354.08929,411.91414,310.46703,4144.084,240.9033,48.08672
VW,2021,All,25.87628,22.48018,29.2046,333.20208,384.95724,294.17505,4337.617,259.7649,49.1405
