Vehicle Type,Drive Type,Model Year,Production (000),Production Share,2-Cycle MPG,Real-World MPG,Real-World MPG_City,Real-World MPG_Hwy,Real-World CO2 (g/mi),Real-World CO2_City (g/mi),Real-World CO2_Hwy (g/mi),Weight (lbs),Footprint (sq. ft.),Engine Displacement,Horsepower (HP),Acceleration (0-60 time in seconds),HP/Engine Displacement,HP/Weight (lbs),Ton-MPG (Real-World),Transmission - Manual,Transmission - Automatic,Transmission - Lockup,Transmission - CVT (Hybrid),Transmission - Other,Fuel Delivery - Carbureted,Fuel Delivery - Gasoline Direct Injection (GDI),Fuel Delivery - Port Fuel Injection,Fuel Delivery - Throttle Body Injection,Fuel Delivery - Other,Powertrain - Diesel,Powertrain - Electric Vehicle (EV),Powertrain - Plug-in Hybrid Electric Vehicle (PHEV),Powertrain - Fuel Cell Vehicle  (FCV),Powertrain - Other (incl. CNG),Powertrain - Gasoline Hybrid,Powertrain - Gasoline,Turbocharged Engine,Stop/Start,Cylinder Deactivation,Multivalve Engine,Variable Valve Timing,Average Number of Gears,Transmission - CVT (Non-Hybrid),Cylinders,4 or Fewer Gears,5 Gears,6 Gears,7 Gears,8 Gears,9 or More Gears
"Car SUV","Front Wheel Drive","2000","79","0.127","26.79360","21.49277","19.27945","23.79736","413.48782","460.95718","373.44476","3560.648","-","145.3476","169.9579","10.0975","1.163110","0.047113","38.17484","0.032","-","0.968","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","1.000","0.394","4.0","-","4.8","0.968","0.032","-","-","-","-"
"Car SUV","Front Wheel Drive","2001","276","0.371","25.75833","20.80557","17.94658","23.96678","427.14526","495.19186","370.80499","3632.143","-","167.1160","179.8513","9.4762","1.092687","0.049621","37.83918","0.063","-","0.937","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.812","0.270","4.1","-","5.3","0.937","0.063","-","-","-","-"
"Car SUV","Front Wheel Drive","2002","334","0.555","26.49139","21.29164","18.33498","24.48495","417.39378","484.70184","362.95759","3596.663","-","163.4841","176.0902","9.6812","1.087401","0.049096","38.33291","0.072","-","0.926","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.788","0.329","4.1","0.002","5.2","0.926","0.072","-","-","-","-"
"Car SUV","Front Wheel Drive","2003","379","0.659","26.66725","21.33545","18.36355","24.46354","416.53682","483.94795","363.27534","3574.478","-","162.4349","173.8263","9.6018","1.073077","0.048627","38.18115","0.081","-","0.790","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.905","0.282","4.2","0.129","5.1","0.720","0.151","-","-","-","-"
"Car SUV","Front Wheel Drive","2004","466","0.729","26.15426","20.92190","17.79591","24.20503","424.77016","499.38453","367.15509","3762.490","-","181.1512","191.3482","9.2480","1.059006","0.050855","39.42071","0.059","-","0.855","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.872","0.435","4.3","0.086","5.4","0.620","0.293","-","-","-","-"
"Car SUV","Front Wheel Drive","2005","602","0.740","26.35863","20.91153","17.99633","23.82271","424.98090","493.82289","373.04747","3733.663","-","175.7089","184.7962","9.3489","1.057785","0.049517","39.08827","0.044","-","0.895","0.007","-","-","-","1.000","-","-","-","-","-","-","-","0.007","0.993","-","-","-","0.798","0.270","4.4","0.053","5.4","0.595","0.344","-","-","-","-"
"Car SUV","Front Wheel Drive","2006","584","0.777","26.71248","21.20047","18.18062","24.23756","419.18890","488.81721","366.66228","3776.896","-","175.0029","184.0852","9.5157","1.058433","0.048621","40.16614","0.032","-","0.901","0.014","-","-","-","1.000","-","-","-","-","-","-","-","0.014","0.986","-","-","-","0.885","0.326","4.4","0.053","5.3","0.548","0.386","-","-","-","-"
"Car SUV","Front Wheel Drive","2007","785","0.854","26.51390","21.08086","17.99172","24.21769","421.56721","493.94932","366.96315","3878.950","-","178.4889","203.9471","9.1230","1.145373","0.052151","40.98150","0.014","-","0.940","0.009","-","-","-","1.000","-","-","-","-","-","-","-","0.019","0.981","0.042","-","-","0.868","0.473","4.8","0.037","5.3","0.363","0.403","0.188","-","-","-"
"Car SUV","Front Wheel Drive","2008","804","0.870","27.27395","21.64652","18.49645","24.83757","410.55104","480.47052","357.80477","3835.567","45.95496","172.7724","198.2164","9.2534","1.147214","0.051369","41.71636","0.008","-","0.927","0.024","-","-","0.025","0.975","-","-","-","-","-","-","-","0.027","0.973","0.025","-","-","0.919","0.543","4.8","0.041","5.1","0.423","0.303","0.209","-","-","-"
"Car SUV","Front Wheel Drive","2009","561","0.922","28.27213","22.37897","19.17332","25.60900","397.11385","463.50877","347.02645","3800.104","45.88594","171.6399","202.6535","8.7845","1.177837","0.053159","42.74094","0.006","-","0.847","0.023","-","-","0.014","0.986","-","-","-","-","-","-","-","0.029","0.971","0.014","-","-","0.957","0.751","5.1","0.124","4.9","0.248","0.272","0.334","-","-","-"
"Car SUV","Front Wheel Drive","2010","809","0.884","29.47985","23.31474","19.88218","26.80598","381.17513","446.98312","331.53050","3899.726","46.72316","170.5072","210.5205","8.6606","1.230824","0.053769","45.69473","0.002","-","0.904","0.015","-","-","0.199","0.801","-","-","-","-","-","-","-","0.015","0.985","0.012","-","-","1.000","0.999","5.6","0.079","4.8","0.106","0.145","0.655","-","-","-"
"Car SUV","Front Wheel Drive","2011","1071","0.888","30.51904","23.94878","20.45373","27.49278","371.08358","434.49279","323.24856","3846.678","46.62674","165.0501","204.7845","8.8200","1.233148","0.052933","46.23256","0.006","-","0.904","0.006","-","-","0.208","0.792","-","-","-","-","-","-","-","0.006","0.994","0.009","-","-","1.000","0.998","5.6","0.084","4.6","0.115","0.126","0.669","-","-","-"
"Car SUV","Front Wheel Drive","2012","1032","0.816","30.65820","24.01779","20.48254","27.61317","369.96443","433.83049","321.78478","3853.275","46.58650","163.5188","206.0545","8.7130","1.259994","0.053263","46.53999","0.005","-","0.857","0.005","-","-","0.338","0.662","-","0.000","-","0.000","-","-","-","0.005","0.995","0.034","-","0.007","1.000","1.000","5.7","0.132","4.6","0.054","0.114","0.695","-","-","-"
"Car SUV","Front Wheel Drive","2013","1372","0.906","31.72638","24.75184","21.01789","28.58251","358.97752","422.76609","310.85632","3928.776","47.02447","157.3667","208.0633","8.7314","1.342790","0.052571","48.78347","0.004","-","0.888","0.004","-","-","0.453","0.547","-","0.001","-","0.001","-","-","-","0.004","0.996","0.161","-","0.017","0.999","0.999","5.8","0.105","4.5","0.006","0.075","0.811","-","-","-"
"Car SUV","Front Wheel Drive","2014","1425","0.910","32.01700","24.90452","21.22822","28.64711","356.73741","418.53890","310.11523","3814.448","46.31440","150.0909","198.3383","8.8316","1.342223","0.051673","47.70525","0.008","-","0.890","0.001","-","-","0.484","0.515","-","0.001","-","0.001","-","-","-","0.001","0.998","0.168","-","0.015","0.999","0.999","5.9","0.102","4.3","0.005","0.102","0.751","-","-","0.038"
"Car SUV","Front Wheel Drive","2015","1540","0.905","33.01055","25.65755","21.99078","29.34931","346.36155","404.11547","302.79279","3818.482","46.22376","149.2969","195.6265","8.8531","1.330820","0.050939","49.18794","0.006","0.000","0.772","0.003","-","-","0.495","0.505","-","0.000","-","-","-","0.000","-","0.003","0.997","0.164","0.018","0.014","1.000","1.000","6.1","0.219","4.3","0.004","0.005","0.701","-","0.008","0.061"
"Car SUV","Front Wheel Drive","2016","1597","0.854","34.03602","26.38752","22.73366","30.02842","336.78130","390.91131","295.94639","3737.667","45.87728","142.1530","189.8001","8.8970","1.359171","0.050534","49.47902","0.008","0.018","0.702","0.001","-","-","0.474","0.526","-","0.000","-","-","-","0.000","-","0.001","0.999","0.205","0.022","0.012","1.000","1.000","6.2","0.271","4.2","0.002","0.003","0.603","0.018","0.028","0.074"
"Car SUV","Front Wheel Drive","2017","1722","0.872","33.99179","26.42576","22.56371","30.34384","336.29366","393.85548","292.86984","3816.669","46.27886","137.1540","190.6699","8.9377","1.440993","0.049778","50.55817","0.002","0.017","0.794","0.001","-","-","0.529","0.471","-","0.000","-","0.000","-","0.000","-","0.001","0.999","0.321","0.159","0.014","1.000","1.000","6.2","0.186","4.2","0.007","0.001","0.687","0.021","0.039","0.059"
"Car SUV","Front Wheel Drive","2018","1650","0.898","35.40792","27.48618","23.78081","31.14735","323.40299","373.79731","285.38615","3703.131","45.77380","127.1835","184.1887","8.9436","1.521339","0.049571","51.01273","0.002","0.012","0.801","0.001","-","-","0.533","0.465","-","0.002","0.002","0.000","-","-","-","0.001","0.997","0.456","0.311","0.045","1.000","0.998","6.3","0.185","4.1","0.000","0.000","0.676","0.020","0.021","0.097"
"Car SUV","Front Wheel Drive","2019","1649","0.872","36.02935","27.76689","24.12346","31.33737","319.88088","368.24546","283.39532","3677.360","46.14379","124.5395","190.2636","8.6054","1.588198","0.051492","51.51525","0.001","0.007","0.820","0.000","-","-","0.578","0.419","-","0.003","0.001","0.002","-","0.000","-","0.000","0.997","0.511","0.452","0.055","0.998","0.994","6.9","0.172","4.1","0.002","0.000","0.454","0.011","0.198","0.162"
"Car SUV","Front Wheel Drive","2020","1507","0.845","36.83926","28.09080","24.77124","31.25000","316.14402","358.55938","284.14646","3687.490","46.24688","121.4340","188.2428","8.6318","1.615715","0.050813","52.35232","0.000","0.007","0.815","0.010","-","-","0.651","0.346","-","0.003","-","0.002","0.000","0.000","-","0.010","0.987","0.552","0.529","0.105","0.997","0.997","7.0","0.167","4.0","0.003","-","0.409","0.009","0.284","0.118"
"Car SUV","Front Wheel Drive","Prelim. 2021","-","0.757","37.61082","28.36938","25.13367","31.42098","312.52508","352.87124","282.08850","3695.149","46.25787","126.8997","193.7249","8.5125","1.599118","0.052186","53.58939","-","0.015","0.674","0.008","-","-","0.702","0.291","-","0.007","-","0.006","0.003","0.001","-","0.008","0.982","0.489","0.442","0.104","0.993","0.993","6.1","0.302","4.0","0.007","-","0.314","0.004","0.240","0.124"
"Minivan/Van","Front Wheel Drive","1975","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Front Wheel Drive","1976","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Front Wheel Drive","1977","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Front Wheel Drive","1978","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Front Wheel Drive","1979","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Front Wheel Drive","1980","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Front Wheel Drive","1981","1","0.003","17.86769","15.24543","13.78656","17.51008","582.92868","644.61349","507.53614","4114.806","-","318.0000","135.0000","14.0600","0.424528","0.032889","31.34618","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0","-","8.0","1.000","-","-","-","-","-"
"Minivan/Van","Front Wheel Drive","1982","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Minivan/Van","Front Wheel Drive","1983","1","0.002","38.99962","32.94891","33.49111","32.30959","308.96319","303.96122","315.07672","2250.000","-","97.0000","52.0000","21.6998","0.536082","0.023111","37.19186","0.333","0.667","-","-","-","-","-","-","-","1.000","1.000","-","-","-","-","-","-","-","-","-","-","-","3.5","-","4.0","0.833","0.167","-","-","-","-"
"Minivan/Van","Front Wheel Drive","1984","151","0.223","24.69704","21.01232","19.55710","23.11444","423.46759","454.92500","385.01964","3340.507","-","143.2573","97.4923","17.0028","0.679902","0.029252","35.25652","0.251","0.693","0.056","-","0.000","0.987","-","-","-","0.013","0.013","-","-","-","-","-","0.987","-","-","-","-","-","3.4","-","4.0","0.807","0.193","-","-","-","-"
"Minivan/Van","Front Wheel Drive","1985","260","0.304","23.66741","20.12820","18.86348","21.92484","441.51980","471.12198","405.33935","3421.854","-","148.3124","100.4485","16.7876","0.681004","0.029422","34.51591","0.124","0.832","0.044","-","-","0.999","-","0.001","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","3.2","-","4.0","0.888","0.112","-","-","-","-"
"Minivan/Van","Front Wheel Drive","1986","255","0.244","24.42970","20.71323","19.24449","22.78156","429.04938","461.79441","390.09621","3442.063","-","150.2585","100.0681","16.1971","0.668858","0.029099","35.68419","0.087","0.852","0.061","-","-","0.999","-","-","0.001","-","-","-","-","-","-","-","1.000","-","-","-","-","-","3.2","-","4.0","0.917","0.083","-","-","-","-"
"Minivan/Van","Front Wheel Drive","1987","307","0.275","24.56485","20.76704","19.07488","23.14806","427.93783","465.90059","383.91978","3502.780","-","163.3661","121.7975","14.7724","0.740930","0.034701","36.37181","0.055","0.403","0.541","-","-","0.482","-","0.516","0.002","-","-","-","-","-","-","-","1.000","-","-","-","-","-","3.1","-","5.0","0.945","0.055","-","-","-","-"
"Minivan/Van","Front Wheel Drive","1988","411","0.363","24.06753","20.31435","18.33140","23.14875","437.47411","484.79661","383.90839","3713.990","-","173.2812","133.4030","14.4781","0.765410","0.035884","37.70311","0.030","0.185","0.784","-","-","-","-","0.792","0.208","-","-","-","-","-","-","-","1.000","-","-","-","-","-","3.1","-","5.5","0.970","0.030","-","-","-","-"
"Minivan/Van","Front Wheel Drive","1989","439","0.344","24.09016","20.23941","18.38666","22.76910","439.09372","483.33966","390.30966","3723.772","-","167.8875","130.6810","14.0748","0.775947","0.035006","37.69213","0.026","0.386","0.588","-","-","-","-","0.727","0.273","-","-","-","-","-","-","-","1.000","-","-","-","-","-","3.5","-","5.1","0.974","0.026","-","-","-","-"
"Minivan/Van","Front Wheel Drive","1990","590","0.468","23.88540","20.03942","17.91309","22.97805","443.47599","496.11761","386.76043","3827.667","-","184.3000","135.1136","12.9288","0.732995","0.035363","38.36636","0.019","0.015","0.967","-","-","-","-","0.679","0.321","-","-","-","-","-","-","-","1.000","-","-","-","-","-","3.5","-","5.7","0.981","0.019","-","-","-","-"
"Minivan/Van","Front Wheel Drive","1991","395","0.382","23.79439","19.86575","17.88824","22.47365","447.35296","496.80673","395.44091","3919.388","-","186.2687","135.9188","13.2265","0.727369","0.034583","38.91816","0.002","-","0.998","-","-","-","-","0.705","0.295","-","-","-","-","-","-","-","1.000","-","-","-","-","-","3.5","-","5.7","0.998","0.002","-","-","-","-"
"Minivan/Van","Front Wheel Drive","1992","554","0.454","23.77619","19.81756","17.61765","22.72875","448.44057","504.43740","391.00258","3894.415","-","187.4802","138.5809","12.6403","0.742079","0.035525","38.58599","0.024","-","0.976","-","-","-","-","0.820","0.180","-","-","-","-","-","-","-","1.000","-","-","-","-","-","3.6","-","5.7","0.976","0.024","-","-","-","-"
"Minivan/Van","Front Wheel Drive","1993","718","0.498","23.76277","19.76660","17.39631","22.89236","449.59677","510.85560","388.20804","3838.484","-","188.0250","143.1785","11.4480","0.762765","0.037341","37.91885","0.016","-","0.984","-","-","-","-","0.888","0.112","-","-","-","-","-","-","-","1.000","-","-","-","-","-","3.6","-","5.8","0.984","0.016","-","-","-","-"
"Minivan/Van","Front Wheel Drive","1994","742","0.523","23.52803","19.50777","17.14742","22.54265","455.56196","518.27043","394.23053","3902.394","-","193.4097","145.4392","11.3051","0.754986","0.037271","38.07721","0.006","-","0.994","-","-","-","-","0.908","0.092","-","-","-","-","-","-","-","1.000","-","-","-","0.003","-","3.7","-","5.9","0.994","0.006","-","-","-","-"
"Minivan/Van","Front Wheel Drive","1995","1019","0.613","23.52273","19.48403","16.88560","22.84469","456.11710","526.30641","389.01814","3888.954","-","206.3172","145.6773","11.4755","0.721742","0.037509","37.87242","0.001","-","0.999","-","-","-","-","0.932","0.068","-","-","-","-","-","-","-","1.000","-","-","-","0.033","-","3.8","-","5.9","0.999","0.001","-","-","-","-"
"Minivan/Van","Front Wheel Drive","1996","1040","0.738","23.46831","19.38339","16.73909","22.73603","458.48530","530.91287","390.87734","4060.663","-","202.5790","165.8211","11.3154","0.824443","0.040926","39.36812","0.000","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.056","-","3.8","-","5.9","1.000","0.000","-","-","-","-"
"Minivan/Van","Front Wheel Drive","1997","819","0.648","23.53491","19.37583","16.69017","22.70581","458.66415","532.46905","391.39756","4047.926","-","195.4030","161.5088","11.4900","0.831672","0.039958","39.22134","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.075","-","3.8","-","5.8","1.000","-","-","-","-","-"
"Minivan/Van","Front Wheel Drive","1998","1166","0.783","23.81278","19.56877","16.69547","23.11050","454.14190","532.30020","384.54376","4025.469","-","201.5318","173.2420","11.1834","0.864151","0.043063","39.40628","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.120","-","3.9","-","5.8","1.000","-","-","-","-","-"
"Minivan/Van","Front Wheel Drive","1999","1112","0.760","23.54852","19.31594","16.37254","22.89600","460.08642","542.79906","388.14633","4146.750","-","204.2308","175.5440","11.2133","0.863204","0.042307","40.05696","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.164","-","3.9","-","5.8","1.000","-","-","-","-","-"
"Minivan/Van","Front Wheel Drive","2000","1363","0.806","23.80313","19.45197","16.46459","22.99524","456.86898","539.76440","386.47122","4168.002","-","201.6052","177.7513","10.6721","0.887677","0.042651","40.54436","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.268","0.186","4.0","-","5.9","1.000","-","-","-","-","-"
"Minivan/Van","Front Wheel Drive","2001","854","0.693","24.30341","19.77372","16.72611","23.29292","449.43500","531.32490","381.53232","4241.901","-","200.8551","189.2964","10.1859","0.946386","0.044694","41.96571","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.326","0.245","4.0","-","5.9","1.000","-","-","-","-","-"
"Minivan/Van","Front Wheel Drive","2002","1048","0.843","24.03335","19.49487","16.46078","22.91521","455.86341","539.88933","387.82099","4318.522","-","206.7754","197.5120","10.1049","0.958901","0.045803","42.12720","-","-","1.000","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.337","0.247","4.2","-","5.9","0.811","0.189","-","-","-","-"
